ID,Aboard Ing Address,Aboard Ing Lat,Aboard Ing Lng,Approaching At,Arriving At,Charge ID,Created At,Deleted At,Destination,Destination Lat,Destination Lng,Done At,Driving At,Is Notified Before Pick Up,Label,Manager ID,Order Able ID,Order Able Type,Pick Up At,Reservation Number,Updated At
573,沖縄県那覇市国場,26.1980955,127.6985129,,,,2020-03-27T14:31:43Z,2020-03-27T14:33:17Z,指定なし,,,,,false,代行予約,,187,App\Entities\Supporter,,8,2020-03-27T14:33:17Z
574,沖縄県那覇市国場,26.1980955,127.6985129,,,,2020-03-27T14:35:24Z,2020-03-27T14:37:42Z,指定なし,,,,,false,代行予約,,187,App\Entities\Supporter,,9,2020-03-27T14:37:42Z
575,沖縄県那覇市国場,26.1980955,127.6985129,,,,2020-03-27T14:41:03Z,2020-03-27T14:44:16Z,指定なし,,,,,false,代行予約,,187,App\Entities\Supporter,,10,2020-03-27T14:44:16Z
576,沖縄県那覇市松山2-11-5キャスティ松山ビル2F,26.220299,127.6810138,,,,2020-03-27T15:17:16Z,2020-03-27T15:21:56Z,指定なし,,,,,false,代行予約,,135,App\Entities\Supporter,,3,2020-03-27T15:21:56Z
577,沖縄県那覇市松山2-11-5キャスティ松山ビル2F,26.220299,127.6810138,,,43,2020-03-27T15:22:25Z,,指定なし,,,2020-03-27T15:46:30Z,2020-03-27T15:45:12Z,true,代行予約,40,135,App\Entities\Supporter,2020-03-27T15:37:24Z,4,2020-03-30T21:00:01Z
578,沖縄県沖縄市美原2-27-3,26.3460873,127.8195738,,,,2020-03-27T16:08:27Z,2020-03-27T16:10:10Z,沖縄市中央,,,,,false,代行予約,,153,App\Entities\Supporter,,6,2020-03-27T16:10:10Z
579,沖縄県那覇市安里1-8-4,26.220124,127.6903331,,,,2020-03-28T02:23:57Z,2020-03-28T02:26:04Z,テスト,,,,,false,テスト,,164,App\Entities\Supporter,,20,2020-03-28T02:26:04Z
580,沖縄県那覇市安里1-8-4,26.220124,127.6903331,,,,2020-03-28T02:26:49Z,2020-03-28T02:40:37Z,テスト,,,,2020-03-28T02:38:16Z,true,テスト,29,164,App\Entities\Supporter,2020-03-28T02:37:12Z,21,2020-03-28T02:40:37Z
581,沖縄県那覇市安里1-8-4,26.220124,127.6903331,,,,2020-03-28T02:41:40Z,2020-03-28T02:46:48Z,テスト,,,,,false,テスト,29,164,App\Entities\Supporter,2020-03-28T02:53:16Z,22,2020-03-28T02:46:48Z
582,沖縄県那覇市安里1-8-4,26.220124,127.6903331,,,,2020-03-28T02:47:29Z,2020-03-28T02:47:51Z,テスト,,,,,false,テスト,,164,App\Entities\Supporter,,23,2020-03-28T02:47:51Z
583,沖縄県那覇市安里1-8-4,26.220124,127.6903331,,,,2020-03-28T02:48:08Z,2020-03-28T02:49:52Z,テスト,,,,,false,テスト,,164,App\Entities\Supporter,,24,2020-03-28T02:49:52Z
584,沖縄県那覇市安里1-8-4,26.220124,127.6903331,,,,2020-03-28T02:50:04Z,2020-03-28T02:53:50Z,テスト,,,,,false,テスト,,164,App\Entities\Supporter,,25,2020-03-28T02:53:50Z
585,沖縄県那覇市安里1-8-4,26.220124,127.6903331,,,,2020-03-28T02:54:40Z,2020-03-28T02:55:24Z,テスト,,,,,false,テスト,,164,App\Entities\Supporter,,26,2020-03-28T02:55:24Z
586,沖縄県那覇市安里1-8-4,26.220124,127.6903331,,,,2020-03-28T02:57:38Z,2020-03-28T03:01:22Z,テスト,,,,2020-03-28T03:00:31Z,false,テスト,29,164,App\Entities\Supporter,2020-03-28T03:07:47Z,27,2020-03-28T03:01:22Z
587,沖縄県那覇市安里1-8-4,26.220124,127.6903331,,,,2020-03-28T03:02:08Z,2020-03-28T03:07:45Z,テスト,,,,2020-03-28T03:06:39Z,false,テスト,29,164,App\Entities\Supporter,2020-03-28T03:12:08Z,28,2020-03-28T03:07:45Z
588,沖縄県那覇市安里1-8-4,26.220124,127.6903331,,,,2020-03-28T03:08:13Z,2020-03-28T03:10:32Z,テスト,,,,2020-03-28T03:10:08Z,false,テスト,29,164,App\Entities\Supporter,2020-03-28T03:18:08Z,29,2020-03-28T03:10:32Z
589,沖縄県那覇市国場,26.1980955,127.6985129,,,43,2020-03-28T12:42:50Z,,指定なし,,,2020-03-28T13:24:04Z,2020-03-28T13:07:01Z,true,代行予約,40,187,App\Entities\Supporter,2020-03-28T12:55:28Z,11,2020-03-30T21:00:01Z
590,沖縄県沖縄市美原3-20-1,26.3497503,127.8179356,,,41,2020-03-28T13:03:16Z,,,,,2020-03-28T13:26:36Z,2020-03-28T13:22:24Z,true,z4,6,179,App\Entities\Supporter,2020-03-28T13:13:58Z,21,2020-03-30T21:00:01Z
591,沖縄県沖縄市美原3-20-1,26.3497503,127.8179356,,,39,2020-03-28T13:03:28Z,,,,,2020-03-28T13:34:55Z,2020-03-28T13:21:50Z,true,z4,10,179,App\Entities\Supporter,2020-03-28T13:15:41Z,22,2020-03-30T21:00:01Z
592,沖縄県沖縄市美原3-20-1,26.3497503,127.8179356,,,41,2020-03-28T13:58:02Z,,,,,2020-03-28T14:16:42Z,2020-03-28T14:06:19Z,true,h4,6,179,App\Entities\Supporter,2020-03-28T14:05:01Z,23,2020-03-30T21:00:01Z
593,沖縄県那覇市国場,26.1980955,127.6985129,,,,2020-03-28T14:00:34Z,2020-03-28T14:01:08Z,指定なし,,,,,false,代行予約,,187,App\Entities\Supporter,,12,2020-03-28T14:01:08Z
594,沖縄県うるま市江洲339-1,26.3495113,127.8261486,,,,2020-03-28T14:02:48Z,2020-03-28T14:03:01Z,,,,,,false,代行予約,,170,App\Entities\Supporter,,22,2020-03-28T14:03:01Z
595,沖縄県うるま市みどり町5-3-6 2階,26.37604,127.854174,,,,2020-03-28T14:09:21Z,2020-03-28T14:11:46Z,浦添,,,,,false,代行予約,,183,App\Entities\Supporter,,8,2020-03-28T14:11:46Z
596,沖縄県うるま市みどり町5-3-6 2階,26.37604,127.854174,,,39,2020-03-28T14:09:21Z,,具志川,,,2020-03-28T14:51:34Z,2020-03-28T14:46:39Z,true,代行予約,10,183,App\Entities\Supporter,2020-03-28T14:28:23Z,8,2020-03-30T21:00:01Z
597,沖縄県那覇市天久2-2-5,26.2309632,127.688129,,,,2020-03-28T14:28:12Z,2020-03-28T14:28:44Z,指定なし,,,,,false,代行予約,,104,App\Entities\Supporter,,12,2020-03-28T14:28:44Z
598,沖縄県うるま市みどり町5-3-6 2階,26.37604,127.854174,,,,2020-03-28T14:37:32Z,2020-03-28T14:43:22Z,指定なし,,,,,false,代行予約,,183,App\Entities\Supporter,,9,2020-03-28T14:43:22Z
599,沖縄県うるま市みどり町5-3-6 2階,26.37604,127.854174,,,39,2020-03-28T14:43:48Z,,指定なし,,,2020-03-28T15:17:51Z,2020-03-28T15:02:15Z,false,代行予約,10,183,App\Entities\Supporter,2020-03-28T15:03:40Z,10,2020-03-30T21:00:01Z
600,中頭郡嘉手納町字嘉手納446-2,26.3629957,127.7525351,,,,2020-03-28T14:44:44Z,2020-03-28T14:47:56Z,嘉手納,,,,,false,代行予約,,101,App\Entities\Supporter,,17,2020-03-28T14:47:56Z
601,沖縄県那覇市国場,26.1980955,127.6985129,,,,2020-03-28T14:56:48Z,2020-03-28T14:58:00Z,指定なし,,,,,false,代行予約,,187,App\Entities\Supporter,,13,2020-03-28T14:58:00Z
602,沖縄県那覇市首里真和志町1ー58,26.2200395,127.7149006,,,46,2020-03-28T17:04:00Z,,首里駅,,,2020-03-28T17:27:51Z,2020-03-28T17:22:43Z,true,あおとぶるー,45,161,App\Entities\Supporter,2020-03-28T17:18:33Z,7,2020-03-30T21:00:01Z
603,沖縄県那覇市国場,26.1980955,127.6985129,,,,2020-03-28T20:17:43Z,2020-03-28T20:28:02Z,指定なし,,,,,false,代行予約,,187,App\Entities\Supporter,,14,2020-03-28T20:28:02Z
604,沖縄市泡瀬3-12-25,26.3134681,127.8313821,,,,2020-03-29T13:21:59Z,2020-03-29T13:24:28Z,ginowan,,,,,false,代行予約,,176,App\Entities\Supporter,,6,2020-03-29T13:24:28Z
605,中頭郡嘉手納町字嘉手納446-2,26.3629957,127.7525351,,,47,2020-03-29T13:50:08Z,,読谷,,,2020-03-29T14:20:47Z,2020-03-29T14:13:09Z,false,代行予約,47,101,App\Entities\Supporter,2020-03-29T14:12:19Z,18,2020-03-30T21:00:01Z
606,沖縄県那覇市天久2-2-5,26.2309632,127.688129,,,43,2020-03-30T16:02:09Z,,指定なし,,,2020-03-30T16:34:59Z,2020-03-30T16:13:07Z,true,代行予約,40,104,App\Entities\Supporter,2020-03-30T16:07:23Z,13,2020-03-30T21:00:01Z
607,沖縄県那覇市壺屋１丁目６−２１,26.2129343,127.6894036,,,,2020-04-01T15:12:37Z,2020-04-01T15:13:13Z,那覇市首里,,,,,false,1,40,140,App\Entities\Supporter,2020-04-01T15:20:43Z,2,2020-04-01T15:13:13Z
608,沖縄県浦添市内間5-4-6,26.2389806,127.6994892,,,,2020-04-01T15:14:50Z,2020-04-01T15:16:21Z,指定なし,,,,,false,代行予約,,40,App\Entities\Supporter,,16,2020-04-01T15:16:21Z
609,沖縄県那覇市安里1-8-4,26.220124,127.6903331,,,,2020-04-02T03:47:02Z,2020-04-02T03:51:05Z,宜野湾,,,,2020-04-02T03:50:15Z,false,テスト,27,164,App\Entities\Supporter,2020-04-02T03:49:10Z,30,2020-04-02T03:51:05Z
610,沖縄県那覇市安里1-8-4ZORKS2階,26.219712,127.6910344,,,,2020-04-02T06:05:54Z,2020-04-02T06:13:29Z,那覇,,,,,true,代行予約,27,120,App\Entities\Supporter,2020-04-02T06:07:42Z,27,2020-04-02T06:13:29Z
611,沖縄県那覇市天久1-28-17新里ビル1F,26.2335407,127.6927275,,,,2020-04-02T06:25:53Z,2020-04-02T06:26:00Z,,,,,,false,代行予約,,189,App\Entities\Supporter,,1,2020-04-02T06:26:00Z
612,沖縄県那覇市天久1-28-17新里ビル1F,26.2335407,127.6927275,,,,2020-04-02T06:31:16Z,2020-04-02T06:31:24Z,,,,,,false,代行予約,,189,App\Entities\Supporter,,2,2020-04-02T06:31:24Z
613,沖縄県那覇市天久1-28-17新里ビル1F,26.2335407,127.6927275,,,,2020-04-02T06:31:16Z,2020-04-02T06:31:26Z,,,,,,false,代行予約,,189,App\Entities\Supporter,,2,2020-04-02T06:31:26Z
614,沖縄県那覇市天久1-28-17新里ビル1F,26.2335407,127.6927275,,,,2020-04-02T06:31:16Z,2020-04-02T06:31:28Z,,,,,,false,代行予約,,189,App\Entities\Supporter,,2,2020-04-02T06:31:28Z
615,沖縄県那覇市安里1-8-4,26.220124,127.6903331,,,,2020-04-02T09:52:29Z,2020-04-02T09:56:34Z,津火山マック,,,,2020-04-02T09:55:20Z,false,代行予約,27,116,App\Entities\Supporter,2020-04-02T09:53:58Z,19,2020-04-02T09:56:34Z
616,沖縄県浦添市内間5-4-6,26.2389806,127.6994892,,,,2020-04-02T10:58:57Z,2020-04-02T11:00:10Z,指定なし,,,,,false,代行予約,,40,App\Entities\Supporter,,17,2020-04-02T11:00:10Z
617,沖縄県沖縄市美原3-20-1,26.3497503,127.8179356,,,,2020-04-02T14:50:28Z,2020-04-02T14:51:52Z,,,,,,false,h4,,179,App\Entities\Supporter,,24,2020-04-02T14:51:52Z
618,沖縄県沖縄市美原3-20-1,26.3497503,127.8179356,,,,2020-04-02T14:50:28Z,2020-04-02T14:54:51Z,,,,,,false,h4,10,179,App\Entities\Supporter,2020-04-02T15:02:05Z,24,2020-04-02T14:54:51Z
619,沖縄県那覇市安里1-8-4ZORKS2階,26.219712,127.6910344,,,,2020-04-03T07:12:31Z,2020-04-03T11:17:53Z,テスト,,,,,true,代行予約,27,120,App\Entities\Supporter,2020-04-03T07:14:02Z,28,2020-04-03T11:17:53Z
620,沖縄県那覇市銘苅310,26.2371071,127.6969989,,,,2020-04-03T07:48:01Z,2020-04-03T07:48:22Z,テスト,,,,,false,g1,,191,App\Entities\Supporter,,1,2020-04-03T07:48:22Z
621,"那覇市鏡原1-63
亀甲ビル1f",26.2000553,127.6751553,,,48,2020-04-03T12:12:57Z,,那覇市小禄,,,2020-04-03T12:46:00Z,2020-04-03T12:44:59Z,true,バルコラボ奥武山店,40,172,App\Entities\Supporter,2020-04-03T12:22:14Z,5,2020-04-06T21:00:01Z
622,沖縄県浦添市内間5-4-6,26.2389806,127.6994892,,,49,2020-04-03T13:10:34Z,,指定なし,,,2020-04-03T13:29:24Z,2020-04-03T13:29:16Z,true,代行予約,2,40,App\Entities\Supporter,2020-04-03T13:18:48Z,18,2020-04-06T21:00:01Z
623,沖縄県中頭郡嘉手納町嘉手納485,26.3620871,127.75399,,,50,2020-04-03T14:30:37Z,,北谷,,,2020-04-03T14:56:08Z,2020-04-03T14:43:19Z,true,代行予約,34,41,App\Entities\Supporter,2020-04-03T14:31:29Z,26,2020-04-06T21:00:01Z
624,沖縄県那覇市国場,26.1980955,127.6985129,,,,2020-04-03T15:10:49Z,2020-04-03T15:10:59Z,指定なし,,,,,false,代行予約,,187,App\Entities\Supporter,,15,2020-04-03T15:10:59Z
625,"那覇市鏡原1-63
亀甲ビル1f",26.2000553,127.6751553,,,48,2020-04-03T15:27:12Z,,南城市,,,2020-04-03T15:42:07Z,2020-04-03T15:36:28Z,true,卓球バル,40,172,App\Entities\Supporter,2020-04-03T15:33:15Z,6,2020-04-06T21:00:01Z
626,沖縄県那覇市首里真和志町1ー58,26.2200395,127.7149006,,,51,2020-04-03T15:29:47Z,,大里,,,2020-04-03T16:07:41Z,2020-04-03T15:45:11Z,true,あおとぶるー,45,161,App\Entities\Supporter,2020-04-03T15:42:48Z,8,2020-04-06T21:00:01Z
627,沖縄県那覇市安里1-8-4,26.220124,127.6903331,,,52,2020-04-04T04:30:33Z,,新都心,,,2020-04-04T04:35:11Z,2020-04-04T04:35:00Z,false,代行予約,27,116,App\Entities\Supporter,2020-04-04T04:32:18Z,20,2020-04-06T21:00:01Z
628,沖縄県那覇市首里真和志町1ー58,26.2200395,127.7149006,,,53,2020-04-04T11:55:35Z,,宜野湾,,,2020-04-04T12:18:25Z,2020-04-04T12:14:32Z,true,あおとぶるー,44,161,App\Entities\Supporter,2020-04-04T12:12:46Z,9,2020-04-06T21:00:01Z
629,沖縄県中頭郡嘉手納町嘉手納485,26.3620871,127.75399,,,54,2020-04-05T13:30:48Z,,沖縄市,,,2020-04-05T14:14:09Z,2020-04-05T13:50:18Z,true,代行予約,6,41,App\Entities\Supporter,2020-04-05T13:45:57Z,27,2020-04-06T21:00:01Z
630,沖縄県中頭郡北谷町美浜3-3-3,26.3216007,127.7571119,,,,2020-04-05T14:10:13Z,2020-04-05T14:13:56Z,沖縄市,,,,,false,こはま,,144,App\Entities\Supporter,,29,2020-04-05T14:13:56Z
631,沖縄県那覇市松山2-11-5キャスティ松山ビル2F,26.220299,127.6810138,,,,2020-04-05T14:13:47Z,2020-04-05T14:14:50Z,那覇市古波蔵,,,,,false,代行予約,,135,App\Entities\Supporter,,5,2020-04-05T14:14:50Z
632,沖縄県那覇市松山2-11-5キャスティ松山ビル2F,26.220299,127.6810138,,,,2020-04-05T14:15:03Z,2020-04-05T14:16:12Z,那覇市古波蔵,,,,,false,代行予約,,135,App\Entities\Supporter,,6,2020-04-05T14:16:12Z
633,沖縄県那覇市松山2-11-5キャスティ松山ビル2F,26.220299,127.6810138,,,48,2020-04-05T14:16:25Z,,那覇市古波蔵,,,2020-04-05T14:50:53Z,2020-04-05T14:38:25Z,true,代行予約,40,135,App\Entities\Supporter,2020-04-05T14:36:00Z,7,2020-04-06T21:00:01Z
634,沖縄県那覇市国場,26.1980955,127.6985129,,,,2020-04-06T20:08:37Z,2020-04-06T20:15:23Z,指定なし,,,,,false,代行予約,,187,App\Entities\Supporter,,16,2020-04-06T20:15:23Z
635,沖縄県那覇市国場,26.1980955,127.6985129,,,,2020-04-06T20:15:30Z,2020-04-06T20:43:45Z,指定なし,,,,,false,代行予約,41,187,App\Entities\Supporter,2020-04-06T20:35:10Z,17,2020-04-06T20:43:45Z
636,沖縄県浦添市内間5-4-6,26.2389806,127.6994892,,,55,2020-04-09T11:53:30Z,,指定なし,,,2020-04-09T12:09:50Z,2020-04-09T12:01:27Z,true,代行予約,18,40,App\Entities\Supporter,2020-04-09T12:01:08Z,19,2020-04-13T21:00:01Z
637,沖縄県浦添市内間5-4-6,26.2389806,127.6994892,,,55,2020-04-12T11:02:50Z,,指定なし,,,2020-04-12T12:01:50Z,2020-04-12T12:01:46Z,true,代行予約,18,40,App\Entities\Supporter,2020-04-12T11:07:55Z,20,2020-04-13T21:00:01Z
638,沖縄市美里仲原1－12,26.349296,127.8256277,,,56,2020-04-14T12:12:09Z,,うるま市うえず,,,2020-04-14T12:41:08Z,2020-04-14T12:27:40Z,true,12,47,83,App\Entities\Supporter,2020-04-14T12:21:35Z,17,2020-04-20T21:00:01Z
639,沖縄県那覇市小禄550,26.1934585,127.6756941,,,57,2020-04-14T14:39:00Z,,指定なし,,,2020-04-14T15:25:45Z,2020-04-14T15:25:36Z,false,代行予約,18,167,App\Entities\Supporter,2020-04-14T15:06:25Z,7,2020-04-20T21:00:01Z
640,沖縄県那覇市小禄550,26.1934585,127.6756941,,,57,2020-04-14T14:39:00Z,,指定なし,,,2020-04-14T15:25:47Z,2020-04-14T15:25:38Z,true,代行予約,18,167,App\Entities\Supporter,2020-04-14T14:56:52Z,7,2020-04-20T21:00:01Z
641,沖縄県那覇市安里１丁目８−４,26.220124,127.6903331,,,,2020-04-15T04:32:51Z,2020-04-15T04:34:26Z,指定なし,,,,,false,Test,,184,App\Entities\Supporter,,8,2020-04-15T04:34:26Z
642,沖縄県浦添市内間5-4-6,26.2389806,127.6994892,,,58,2020-04-15T14:07:05Z,,指定なし,,,2020-04-15T14:46:14Z,2020-04-15T14:23:34Z,true,代行予約,40,40,App\Entities\Supporter,2020-04-15T14:19:37Z,21,2020-04-20T21:00:01Z
643,沖縄県浦添市内間5-4-6,26.2389806,127.6994892,,,58,2020-04-16T11:47:41Z,,指定なし,,,2020-04-16T12:16:37Z,2020-04-16T12:07:25Z,true,代行予約,40,40,App\Entities\Supporter,2020-04-16T12:08:40Z,22,2020-04-20T21:00:01Z
644,"那覇市鏡原1-63
亀甲ビル1f",26.2000553,127.6751553,,,58,2020-04-16T13:02:58Z,,那覇市壺川,,,2020-04-16T13:28:23Z,2020-04-16T13:15:05Z,true,バルコラボおうのやま,40,172,App\Entities\Supporter,2020-04-16T13:10:57Z,7,2020-04-20T21:00:01Z
645,石川県野々市市三日市町,36.5354497,136.5963458,,,,2020-04-20T02:35:09Z,2020-04-20T02:46:02Z,あたか,,,,,false,ささ,,193,App\Entities\Supporter,,1,2020-04-20T02:46:02Z
646,沖縄県宜野湾市上原1-11-8,26.278514,127.777335,,,,2020-04-20T13:16:27Z,2020-04-20T13:20:26Z,中城,,,,,false,旬やざかり,,186,App\Entities\Supporter,,2,2020-04-20T13:20:26Z
647,沖縄県那覇市松山2-11-5キャスティ松山ビル2F,26.220299,127.6810138,,,58,2020-04-20T13:46:14Z,,指定なし,,,2020-04-20T14:02:17Z,2020-04-20T13:55:59Z,true,代行予約,40,135,App\Entities\Supporter,2020-04-20T13:50:38Z,8,2020-04-20T21:00:01Z
648,石川県野々市市三日市町,36.5354497,136.5963458,,,,2020-04-23T08:39:58Z,2020-04-23T08:50:03Z,指定なし,,,,,false,代行予約,,193,App\Entities\Supporter,,2,2020-04-23T08:50:03Z
649,沖縄県那覇市安里1-8-4ZORKS2階,26.219712,127.6910344,,,,2020-04-25T17:07:18Z,2020-04-25T17:12:10Z,西原町小波津,,,,,false,代行予約,40,120,App\Entities\Supporter,2020-04-25T17:23:32Z,29,2020-04-25T17:12:10Z
650,沖縄県島尻郡与那原町与那原3591-1,26.2000567,127.7587421,,,59,2020-04-25T17:26:39Z,,西原,,,2020-04-25T17:39:57Z,2020-04-25T17:31:38Z,true,代行予約,40,194,App\Entities\Supporter,2020-04-25T17:30:51Z,1,2020-04-27T21:00:01Z
651,沖縄県沖縄市胡屋４丁目１番１４号,26.3320371,127.7989692,,,,2020-05-01T05:28:24Z,2020-05-01T05:29:56Z,首里,,,,,false,代行,,0,App\Entities\Supporter,,16,2020-05-01T05:29:56Z
652,"1-8-4
ZORKS 崇元寺2F",26.220124,127.6903331,,,,2020-05-01T06:53:14Z,2020-05-01T06:54:16Z,首里,,,,2020-05-01T06:54:03Z,false,代行,27,195,App\Entities\Supporter,2020-05-01T06:53:29Z,1,2020-05-01T06:54:16Z
653,沖縄県浦添市内間5-4-6,26.2389806,127.6994892,,,60,2020-05-01T10:58:31Z,,指定なし,,,2020-05-01T11:35:09Z,2020-05-01T11:24:43Z,true,代行予約,40,40,App\Entities\Supporter,2020-05-01T11:19:05Z,23,2020-05-04T21:00:01Z
654,沖縄県中頭郡嘉手納町嘉手納485,26.3620871,127.75399,,,,2020-05-04T14:37:46Z,2020-05-04T14:41:13Z,北谷,,,,,false,代行予約,,41,App\Entities\Supporter,,28,2020-05-04T14:41:13Z
655,沖縄県浦添市内間5-4-6,26.2389806,127.6994892,,,61,2020-05-06T11:38:28Z,,指定なし,,,2020-05-06T12:15:44Z,2020-05-06T12:06:25Z,true,代行予約,47,40,App\Entities\Supporter,2020-05-06T12:00:46Z,24,2020-05-11T21:00:01Z
656,石川県野々市市三日市町,36.5354497,136.5963458,,,,2020-05-06T12:21:01Z,2020-05-06T12:31:02Z,指定なし,,,,,false,かなら,,193,App\Entities\Supporter,,3,2020-05-06T12:31:02Z
657,沖縄県浦添市内間5-4-6,26.2389806,127.6994892,,,61,2020-05-09T14:46:13Z,,指定なし,,,2020-05-09T15:26:41Z,2020-05-09T15:07:09Z,false,代行予約,47,40,App\Entities\Supporter,2020-05-09T15:07:07Z,25,2020-05-11T21:00:01Z
658,沖縄県那覇市松山2-11-5キャスティ松山ビル2F,26.220299,127.6810138,,,,2020-05-11T10:01:21Z,2020-05-11T10:12:03Z,指定なし,,,,,false,代行予約,,135,App\Entities\Supporter,,9,2020-05-11T10:12:03Z
659,沖縄県浦添市内間5-4-6,26.2389806,127.6994892,,,,2020-05-13T11:21:19Z,2020-05-13T11:24:50Z,指定なし,,,,,false,代行予約,,40,App\Entities\Supporter,,26,2020-05-13T11:24:50Z
660,沖縄県浦添市内間5-4-6,26.2389806,127.6994892,,,,2020-05-13T11:21:19Z,2020-05-13T11:25:00Z,指定なし,,,,,false,代行予約,,40,App\Entities\Supporter,,26,2020-05-13T11:25:00Z
661,中頭郡嘉手納町字嘉手納446-2,26.3629957,127.7525351,,,,2020-05-13T11:45:47Z,2020-05-13T11:50:44Z,みずがま,,,,,false,代行予約,,101,App\Entities\Supporter,,19,2020-05-13T11:50:44Z
662,"1-8-4
ZORKS 崇元寺2F",26.220124,127.6903331,,,,2020-05-15T10:41:09Z,2020-05-15T10:42:37Z,那覇,,,,,false,アルパカテスト,40,195,App\Entities\Supporter,2020-05-15T11:01:19Z,2,2020-05-15T10:42:37Z
663,"1-8-4
ZORKS 崇元寺2F",26.220124,127.6903331,,,,2020-05-15T10:47:28Z,2020-05-15T10:51:04Z,てすと,,,,2020-05-15T10:50:41Z,false,あるぱかてすと,29,195,App\Entities\Supporter,2020-05-15T10:56:53Z,3,2020-05-15T10:51:04Z
664,"1-8-4
ZORKS 崇元寺2F",26.220124,127.6903331,,,,2020-05-15T10:51:44Z,2020-05-15T10:52:46Z,,,,,,false,てすとです。　とらないでくださ,29,195,App\Entities\Supporter,2020-05-15T11:01:20Z,4,2020-05-15T10:52:46Z
665,沖縄県浦添市内間5-4-6,26.2389806,127.6994892,,,62,2020-05-15T11:28:42Z,,指定なし,,,2020-05-15T11:58:56Z,2020-05-15T11:49:38Z,true,代行予約,40,40,App\Entities\Supporter,2020-05-15T11:48:23Z,27,2020-05-18T21:00:01Z
666,沖縄県那覇市安里,26.2207034,127.6965187,2020-05-18T01:50:50Z,2020-05-18T01:50:55Z,,2020-05-18T01:50:40Z,2020-05-18T01:51:06Z,,,,,2020-05-18T01:50:59Z,false,あるぱかテスト,27,78,App\Entities\Supporter,2020-05-18T01:54:29Z,7,2020-05-18T01:51:06Z
667,"那覇市鏡原1-63
亀甲ビル1f",26.2000553,127.6751553,,,,2020-05-20T13:11:39Z,2020-05-20T13:16:01Z,糸満,,,,,false,バルコラボ奥武山店,,172,App\Entities\Supporter,,8,2020-05-20T13:16:01Z
668,沖縄県沖縄市美原3-20-1,26.3497503,127.8179356,,,,2020-05-21T12:42:39Z,2020-05-21T12:43:13Z,,,,,,false,代行予約,,179,App\Entities\Supporter,,25,2020-05-21T12:43:13Z
669,沖縄県沖縄市美原3-20-1,26.3497503,127.8179356,,,,2020-05-21T12:42:39Z,2020-05-21T12:43:11Z,,,,,,false,代行予約,,179,App\Entities\Supporter,,25,2020-05-21T12:43:11Z
670,沖縄県沖縄市美原3-20-1,26.3497503,127.8179356,,,,2020-05-21T12:42:39Z,2020-05-21T12:43:10Z,,,,,,false,代行予約,,179,App\Entities\Supporter,,25,2020-05-21T12:43:10Z
671,沖縄県沖縄市美原3-20-1,26.3497503,127.8179356,,,,2020-05-21T12:42:39Z,2020-05-21T12:43:07Z,,,,,,false,代行予約,,179,App\Entities\Supporter,,25,2020-05-21T12:43:07Z
672,沖縄県中頭郡西原町幸地580番地 ひまわり会館2F,26.2377733,127.7393399,2020-05-22T15:32:17Z,2020-05-22T15:39:00Z,63,2020-05-22T15:29:18Z,,西原町小波津,,,2020-05-22T16:11:55Z,2020-05-22T15:39:51Z,true,ホカマ,19,63,App\Entities\Supporter,2020-05-22T15:35:55Z,7,2020-05-25T21:00:00Z
673,沖縄県那覇市小禄550,26.1934585,127.6756941,2020-05-24T12:09:20Z,2020-05-24T12:27:16Z,64,2020-05-24T12:08:45Z,,指定なし,,,2020-05-24T12:36:20Z,2020-05-24T12:28:22Z,true,代行予約,40,167,App\Entities\Supporter,2020-05-24T12:19:45Z,8,2020-05-25T21:00:01Z
674,沖縄県中頭郡嘉手納町嘉手納485,26.3620871,127.75399,2020-05-24T12:16:32Z,2020-05-24T12:29:43Z,65,2020-05-24T12:16:18Z,,沖縄市,,,2020-05-24T12:58:57Z,2020-05-24T12:36:30Z,true,代行予約,6,41,App\Entities\Supporter,2020-05-24T12:31:23Z,29,2020-05-25T21:00:01Z
675,沖縄県那覇市小禄550,26.1934585,127.6756941,,,,2020-05-31T11:01:28Z,2020-05-31T11:12:02Z,指定なし,,,,,false,代行予約,,167,App\Entities\Supporter,,9,2020-05-31T11:12:02Z
676,沖縄県中頭郡嘉手納町嘉手納485,26.3620871,127.75399,2020-05-31T13:23:44Z,2020-05-31T13:40:53Z,66,2020-05-31T13:19:50Z,,沖縄市,,,2020-05-31T14:06:07Z,2020-05-31T13:43:33Z,true,代行予約,6,41,App\Entities\Supporter,2020-05-31T13:41:31Z,30,2020-06-01T21:00:01Z
677,沖縄県中頭郡西原町幸地580番地 ひまわり会館2F,26.2377733,127.7393399,,,,2020-06-01T20:11:46Z,2020-06-01T20:14:46Z,中城,,,,,false,しんじょう,,63,App\Entities\Supporter,,8,2020-06-01T20:14:46Z
678,沖縄県中頭郡西原町幸地580番地 ひまわり会館2F,26.2377733,127.7393399,,,,2020-06-01T20:15:37Z,2020-06-01T20:16:16Z,中城,,,,,false,しんじょう,,63,App\Entities\Supporter,,9,2020-06-01T20:16:16Z
679,沖縄県浦添市内間5-4-6,26.2389806,127.6994892,,,,2020-06-03T12:27:10Z,2020-06-03T12:30:15Z,指定なし,,,,,false,代行予約,,40,App\Entities\Supporter,,28,2020-06-03T12:30:15Z
